name,creation_date,content,like_count,quote_count,reply_count,retweet_count
Nike.com,2020-06-25,"Taking after MJ’s fierce competitive instincts.

The @Jumpman23 Air Jordan 3 'Animal Instincts 2.0'

Available at 10am ET 🇺🇸 https://t.co/zIg7i3slDo https://t.co/s8IGTzL8XZ",389,11,31,41
Nike.com,2020-06-27,"Honoring two of the model’s most iconic styles worn by His Airness during the epic '96 season: 

The @Jumpman23 Air Jordan 11 Low 'Gym Red'

Available at 10am ET 🇺🇸 https://t.co/lIDkQfKaal https://t.co/rTT7Dpzl8n",537,26,62,69
Nike.com,2020-06-29,"Adding another chapter to the Air Max 90 story.

The Air Max 90 'Orange Duck Camo'

Available at 10am ET 🇺🇸 https://t.co/4xXyG8wTRf https://t.co/qExiDqXAdB",402,9,36,52
Nike.com,2020-06-29,"Initially introduced to celebrate the King’s first set of back-to-back MVP awards.

The @KingJames LeBron VII 'MVP'

Available at 10am ET 🇺🇸 https://t.co/Ium04H9wmF https://t.co/hdAyQG2Nc0",320,13,14,46
Nike.com,2020-06-29,"Showing off the fun side of High OGs.

The @Jumpman23 Women's Air Jordan 1 'Tie-Dye'

Available at 10am ET 🇺🇸 https://t.co/pCmIMbmkA6 https://t.co/tdqvoyUNcL",744,27,73,106
Nike.com,2020-06-30,"Celebrating the release of the new South Korean football kits. 

The Air Force 1 'White Tiger' 

Available at 10am ET 🇺🇸 https://t.co/dNS3KadaHz https://t.co/k24cSk6cEG",530,18,25,63
Nike.com,2020-06-30,"Court-ready style with a touch of plush comfort.

The Killshot OG 'Midnight Navy' 

Available at 10am ET 🇺🇸 https://t.co/lfix8yH8Gt https://t.co/HTIJex1wNT",223,4,9,32
Nike.com,2020-06-30,"Modern updates for an original silhouette.

The Daybreak 'Teal Tint'

Available at 10am ET 🇺🇸 https://t.co/YCqtjrR3yd https://t.co/BD8tsdD0K3",279,3,8,29
Nike.com,2020-07-01,"Back to commemorate the model’s 35th anniversary.

The Dunk Low 'University Red'

Available at 10am ET 🇺🇸 https://t.co/Atg8d2uJz6 https://t.co/uGuQzsbGzr",861,48,179,96
Nike.com,2020-07-02,"Comfort informing style

The Zoom Double Stacked

Available at 10am ET 🇺🇸

Shop Volt Black: https://t.co/KGgVP9cEu9

Shop Barely Volt: https://t.co/JiirdGkLYW https://t.co/hf098BfIUx",215,4,17,26
Nike.com,2020-07-02,"Forever holding a special place in the lore of His Airness.

The @Jumpman23 Air Jordan 14 'Gym Red'

Available at 10am ET

Shop 🇺🇸 https://t.co/UHYLSyZoKo https://t.co/eLAF9nWaON",450,21,58,54
Nike.com,2020-07-03,"A story of trash transformed.

The 2020 Space Hippie Collection.

Available at 10am ET 

Shop 🇺🇸 https://t.co/B5YgslQlvF https://t.co/7Zdjz5EZmP",575,34,115,79
Nike.com,2020-07-08,"The @Jumpman23 Air Jordan 5 'Purple Grape'

Available at 10am ET

Shop 🇺🇸 https://t.co/2TzGgBqfeC https://t.co/xztXvg76i7",608,23,56,95
Nike.com,2020-07-09,"Improvise. Scavenge. Protect. Adapt.

The 2020 ISPA Collection.

Available at 10am ET

Shop 🇺🇸 https://t.co/aS09fX8fBe https://t.co/eYYvR01bk0",282,7,19,42
Nike.com,2020-07-10,"An expression of design innovation

The Air Zoom-Type

Available at 10am ET 🇺🇸

Shop 'Black Menta' https://t.co/5L3Ps7lerE

Shop 'Summit White' https://t.co/Yr0NM75NXQ https://t.co/3GnDUEbEla",146,2,7,15
Nike.com,2020-07-10,"Blurring the line between performance and style.  

The @Jumpman23 Air Jordan 11 Low 'Concord Sketch'

Available at 10am ET

Shop 🇺🇸 https://t.co/smNQJpRswU https://t.co/Gkt6GqYgUQ",292,13,17,46
Nike.com,2020-07-10,"Destined to Fly.

The @nikebasketball Women's #SwooshFly Collection is now available.

Shop 🇺🇸 https://t.co/9CxmtGH4x0 https://t.co/1P580Aaj1w",236,4,7,41
Nike.com,2020-07-11,"This edition breaks new ground by using classic colors from the AJ1 line. 

The @Jumpman23 Air Jordan 1 'Smoke Grey'

Available at 10am ET 

Shop 🇺🇸 https://t.co/U5NCmsVmfY https://t.co/VI3PY76dhc",1069,71,133,145
Nike.com,2020-07-15,"Honoring his older sister, Asia, while sounding the call for worldwide gender equality.

The Kyrie 6 'Asia Irving'

Available at 10am ET

Shop 🇺🇸 https://t.co/wj0TGWxESf https://t.co/FZxRnveg6f",270,4,12,50
Nike.com,2020-07-15,"The epitome of modern lifestyle footwear.

The @Jumpman23 Delta Breathe 'Tech White'

Available at 10am ET

Shop 🇺🇸 https://t.co/LvGNDXyUKz https://t.co/jEKxmrqLg7",416,14,10,45
Nike.com,2020-07-15,"The Zoom Vomero 5 SE

Available at 10am ET

Shop 🇺🇸 https://t.co/1leHU3z7kU https://t.co/H3XDm5KPA2",293,7,13,40
Nike.com,2020-07-16,"A story of trash transformed.

The newest Space Hippie Collection.

Available at 10am ET

Shop 🇺🇸 https://t.co/dZCsH04u2x https://t.co/Kpu3mMGwMq",343,17,99,45
Nike.com,2020-07-16,"Pioneering advances in both performance and style.

The @Jumpman23 Air Jordan Low I.E. 'Black Cement'

Available at 10am ET

Shop 🇺🇸 https://t.co/RHNuzEQeVX https://t.co/5JymIBRR10",251,12,19,44
Nike.com,2020-07-17,"Big Air icon with Tour-level traction.

The Air Max 270 G

Shop 🇺🇸 https://t.co/QxHmprxsoe https://t.co/U9VfV9M2EP",319,9,41,53
Nike.com,2020-07-17,"Nodding to the Nike-hosted tournament. 

The Air Force 1 'NY VS. NY' 

Available at 10am ET

Shop 🇺🇸 https://t.co/XXbzZVvpbv https://t.co/G6ysH6UCqe",576,17,18,84
Nike.com,2020-07-17,"Scavenging innovation from many different places.

The ISPA Road Warrior 'Volt'

Available at 10am ET

Shop 🇺🇸 https://t.co/bXhF3KIq0y https://t.co/bfc7QQBIcm",266,18,37,40
Nike.com,2020-07-23,"Offering more than innovative wearability.

The Air Vapormax 2020 Flyknit.

Available at 10am ET 🇺🇸

Shop Men's/Kid's: https://t.co/0HcIbJTH0y

Shop women's: https://t.co/jjgwXbknmX https://t.co/wNmQAqjTGM",300,7,14,36
Nike.com,2020-07-23,"Representing the storied Drew League.

The Air Force 1 'Drew League' 

Available at 10am ET

Shop 🇺🇸 https://t.co/Gdug3ZxMtY https://t.co/F6eoyAmPn6",482,11,17,73
Nike.com,2020-07-23,"Reworked to redesign an all-time classic for a waste-less future.

The Chuck Taylor All Star Crater

Three(3) colorways available at 10am ET

Shop 🇺🇸 https://t.co/zub2WA2jWz https://t.co/iFN1xkCkEl",191,6,10,27
Nike.com,2020-07-24,"The @Jumpman23 Air Jordan 4 X Off-White drops tomorrow 7.25 at 10am ET.

Reminder: Women's sizes up to 14 only. (Subtract 1.5 to get Men's.) Be sure to double check the size when entering.

https://t.co/8oU0mxt30l https://t.co/2zBQs8H9AG",2663,153,233,325
Nike.com,2020-07-24,"The mind-bending tribute.

The SB Dunk Low Pro x Grateful Dead 'Opti Yellow'

Enter Draw 🇺🇸 https://t.co/QP5PlGa4HO https://t.co/SeM4BMnhTb",1120,96,288,122
Nike.com,2020-07-24,"The timeless look is back sporting bold hues and a nubuck finish.

The @Jumpman23 Air Jordan 12 'University Gold'

Available at 10am ET

Shop 🇺🇸 https://t.co/tOKNnb5JPt https://t.co/2920q35qtZ",350,18,54,47
Nike.com,2020-07-25,"Dressing the silhouette in the same colors that grace the Nigerian national team.

The @nikebasketball Air Zoom Freak 2 'Naija'

Available at 10am ET 

Shop 🇺🇸 https://t.co/FE3jecrk8k https://t.co/hIdVrjvxsM",296,12,17,44
Nike.com,2020-07-25,"Lending his unique touch to this iconic silhouette. 

The @Jumpman23 Women's Air Jordan 4 x Off-White 'Sail'

Available at 10am ET

Shop 🇺🇸 https://t.co/T7RTmxBqZ3 https://t.co/ZY1iq8TMRn",1479,127,288,173
Nike.com,2020-07-28,"Known as a pioneering Nike silhouette.

The Daybreak 'Topaz'

Available at 10am ET 

Shop 🇺🇸 https://t.co/wiPAIyo7aH https://t.co/qCJ7qdqafg",255,1,2,30
Nike.com,2020-07-28,"Make your mark on the game. 

The @nikebasketball x @KingJames LeBron 17 'Graffiti'

Available at 10am ET

Shop 'Cold Blue' 🇺🇸 https://t.co/I5DQ4ahaDL

Shop 'Fire Red' 🇺🇸 https://t.co/B5xZtROsPP https://t.co/fzDpzaNWvM",230,10,15,34
Nike.com,2020-07-28,"True to its time-tested predecessor.

The Killshot OG 'Gym Red' 

Available at 10am ET 

Shop 🇺🇸 https://t.co/H3Utk43SpG https://t.co/XTO4UOAnLc",276,1,2,31
Nike.com,2020-07-30,"Back for the second round of infinitely wearable laid-back silhouettes.

The Nike X Stussy Collection.

Available at 10am ET

Shop apparel and footwear: https://t.co/AaVJaKYYUZ https://t.co/hUAGL5yjYw",207,9,31,31
Nike.com,2020-07-30,"Helping a new generation of players extend Jordan Brand’s storied legacy. 

The @Jumpman23 Air Jordan 34 'Noah'

Available at 10am ET 

Shop 🇺🇸 https://t.co/Td8KHILqmN https://t.co/kaYe070zBP",231,3,15,52
Nike.com,2020-07-30,"More than innovative wearability. 

The Air VaporMax 2020 Flyknit 'Smoke Grey'

Available at 10am ET 

Shop 🇺🇸 https://t.co/qzBB3ewgMv https://t.co/PHnfuOnte3",352,11,13,33
Nike.com,2020-07-31,👀 https://t.co/cVPUVF2meE,996,4,41,77
Nike.com,2020-07-31,"An ultra-cushioned midsole with a lightweight upper ideal for warm-weather conditions.

The ISPA OverReact Sandal 'Thunder Grey' 

Available at 10am ET 

Shop 🇺🇸 https://t.co/nrxMdxkLJb https://t.co/VB8wJXZnnZ",202,6,11,30
Nike.com,2020-07-31,"Celebrating the X-factor that lives within all of us.

The @Yg_Trece X @Gatorade PG4 'White GX'

Available at 10am ET

Shop 🇺🇸 https://t.co/j4FPE7Tmd4 https://t.co/NiAzyKDdlx",470,14,20,59
Nike.com,2020-07-31,"Inspired by Jayson Tatum's frequent trips to the zoo with his son Deuce.

The @Jumpman23 Air Jordan 34 'Zoo'

Available at 10am ET

Shop 🇺🇸 https://t.co/DZojvDmfkn https://t.co/XM3zkDtF4Z",297,7,23,48
Nike.com,2020-08-07,"Marking the return of this storied colorway. 

The @Jumpman23 Air Jordan 1 'Tokyo'

Available at 10am ET

Shop 🇺🇸 https://t.co/pPzQ51IQyG https://t.co/HFxz6b8HRi",806,23,122,87
Nike.com,2020-08-08,"An insatiable desire to Win From Within.

The @Yg_Trece x @Gatorade PG4 'Orange GX'

Available at 10am ET

Shop 🇺🇸 https://t.co/EB1OwCKMdT https://t.co/b7NCkbA2Tc",344,11,13,41
Nike.com,2020-08-08,"Paying homage to the blacktops at the Jordan-sponsored Quai 54 streetball tournament. 

The @Jumpman23 Air Jordan 6 'Quai 54' 

Available at 10am ET 

Shop men's 🇺🇸 https://t.co/kxuYWGTJ7o

Shop big kids' 🇺🇸 https://t.co/uat4aczoPe https://t.co/TdDu5UWyIf",299,8,83,51
Nike.com,2020-08-13,"Built for the players who create on and off the court.

The @nikebasketball Adapt BB 2.0 'Tie-Dye'

Available at 10am ET

Shop 🇺🇸 https://t.co/Uh2Yw7qS9k https://t.co/ikHK5iQGOj",338,9,14,37
Nike.com,2020-08-13,"Traction, durability and premium details.

The ISPA Flow 2020 SE

Available at 10am ET 🇺🇸 

Shop 'Spruce'  https://t.co/JY9WGO7z3V

Shop 'Olive' https://t.co/xm37jdUbhw https://t.co/hGIKmWbRjh",172,3,4,32
Nike.com,2020-08-14,"Honoring the past while exploring new territory.

The @Jumpman23 Air Jordan 1 Zoom 'Zen Green'

Available at 10am ET 

Shop 🇺🇸 https://t.co/0FVo0Di8Qz https://t.co/YmzVMP5j1y",396,11,43,42
Nike.com,2020-08-14,"Tracing the Presto back to a gathering of elite athletes in Sydney, Australia, in the year 2000.

The Air Presto 'Australia' 

Available at 10am ET

Shop 🇺🇸 https://t.co/eXjAwRPKUQ https://t.co/wuGWvx5WyW",250,5,5,42
Nike.com,2020-08-15,"An Air Jordan 5 with a pop of neon expression. 

The @Jumpman23 Air Jordan 5 'Ghost Green'

Available at 10am ET 

Shop 🇺🇸 https://t.co/n7egoJnstb https://t.co/8gGsUrmnkg",468,17,43,62
Nike.com,2020-08-15,"An elevated edition of the Air Max 90. 

The 'Blend' Collection. 

Available at 10am ET 🇺🇸

Shop 'Infrared' https://t.co/eOyHTWKq1G

Shop 'Violet' https://t.co/9vrxWOccNY https://t.co/9Vzkp7QMm7",248,6,12,38
Nike.com,2020-08-19,"Embodying basketball’s culture of creativity and self-expression.

The @Jumpman23 AJNT23 'Black'

Available at 10am ET 🇺🇸 

Shop: https://t.co/DIxQi1NJxj https://t.co/4AWwxnZM4n",349,13,61,59
Nike.com,2020-08-20,"Space Hippie is a story of trash transformed.

New Space Hippie colorways available at 10am ET 🇺🇸

Shop Men's 01 ' Wheat White' https://t.co/hEbv1pI8uR

Shop Women's 04 ' Lemon Venom' https://t.co/epQX9wVRzF https://t.co/284OxY8Jwv",209,2,25,25
Nike.com,2020-08-21,"Making its return for the first time since 2001.

The Dunk Low 'Samba'

Available at 10am ET 🇺🇸

Shop: https://t.co/ZEWO4EA1IP https://t.co/icGwSTAC6F",530,16,82,54
Nike.com,2020-08-21,"The Women's @Jumpman23 Air Jordan 3 ' Laser Orange'

Available at 10am ET 🇺🇸 

Shop: https://t.co/GuftBK2iUB https://t.co/uOozkHzv4A",556,16,25,55
Nike.com,2020-08-22,"More than aesthetics

The @Jumpman23 Air Jordan 12 'Indigo'

Available at 10am ET 🇺🇸 

Shop: https://t.co/FDLJaGwv7o https://t.co/BXXjDFTNBG",537,23,36,55
Nike.com,2020-08-24,"Reflecting the Mamba Mentality that drove Kobe to become a five-time champion.

The @nikebasketball Kobe V Protro '5X'

Available at 10am ET 🇺🇸

Shop: https://t.co/JOGNCvB1X9 https://t.co/UchZQZAu0J",690,29,132,79
Nike.com,2020-08-24,"Symbolizing Kobe's legendary career and the day dedicated to his impact on the game.

The @nikebasketball Lakers Edition Jersey ' Black Mamba'

Available at 10am ET 🇺🇸 

Shop: https://t.co/hFPY8BnSbf https://t.co/eci3wrdPTA",1796,327,473,272
Nike.com,2020-08-25,"An intersection of art, music, sneakers and toys.

The @nikesb Dunk Low x MEDICOM TOY 'BE@RBRICK'

Available at 10am ET 🇺🇸 

Shop: https://t.co/BByoyl4rrY https://t.co/U89yslELGT",522,18,119,53
Nike.com,2020-08-25,"Inspired by colors from the OG. 

The Nike Sportswear Daybreak.

Available at 10am ET 🇺🇸 

Shop 'Neptune': https://t.co/I2ND9Llu4b

Shop 'Limelight': https://t.co/m1NQTU9u8q https://t.co/C0cAi2VOst",218,2,19,26
Nike.com,2020-08-25,"Recreating retro appeal with striking accuracy. 

The Killshot OG 'Gorge Green'

Available at 10am ET 🇺🇸 

Shop: https://t.co/tuD7BrQ6kY https://t.co/GgBBkovAOT",233,2,3,25
Nike.com,2020-09-01,"Innovative technology meets a traditional design for a new twist on workwear.

The ISPA Drifter Split.

Available at 10am ET 🇺🇸 

Shop 'Iron Grey' https://t.co/z0PdozQPGi

Shop 'Spruce' https://t.co/LSIK5WPEH2 https://t.co/a2iqPs3E24",243,2,23,34
Nike.com,2020-09-04,"Breaking the rules the way that MJ broke the game.

The @Jumpman23 Air Jordan 1 'Baroque Brown'

Available at 10am ET 🇺🇸 

Shop: https://t.co/rnwAuzkZVw https://t.co/0hKJRdm8bb",768,43,79,90
Nike.com,2020-09-04,"Created for you to show off your most expressive self.

The Air Force 1 'Black Tie-Dye'

Available at 10am ET 🇺🇸 

Shop: https://t.co/WTUppz4SZS https://t.co/WwMG7Pe6nJ",191,5,4,23
Nike.com,2020-09-04,"Extending the look’s legacy.

Introducing the Dunk Low Disrupt.

Available at 10am ET 🇺🇸 

Shop: https://t.co/ibuheLP2DU https://t.co/qevuUdIfWf",304,8,14,30
Nike.com,2020-09-05,"Stand out from the crowd, day and night.

The @Jumpman23 Air Jordan 7 'GC'

Available at 10am ET 🇺🇸 

Shop: https://t.co/CNpGDkhmRd https://t.co/w4vGF1WcuY",410,14,29,53
Nike.com,2020-09-10,"Connecting and creating roots within the rugged confines of the urban jungle.

The Dunk Low 'Community Garden'

Available at 10am ET 🇺🇸 

Shop: https://t.co/JRtfZVQTIo https://t.co/Y5RZzl5uGe",760,36,177,89
Nike.com,2020-09-10,"Designed with sustainability in mind.

Two New colorways of the Air VaporMax 2020.

Shop Men's 🇺🇸: https://t.co/g38cqUCxiG

Shop Women's 🇺🇸: https://t.co/61Nzz81Xzz https://t.co/ra0UVboq6u",260,7,11,30
Nike.com,2020-09-10,"Pushing comfort to the edge.

The ISPA OverReact Flyknit 'Shadowberry'

Available at 10am ET 🇺🇸 

Shop: https://t.co/GgHCy7c46m https://t.co/TUIHw9sLQq",238,2,4,27
Nike.com,2020-09-11,"Transforming old goods into new, sustainable silhouettes.

The @Jumpman23 Crater Collection.

Available at 10am ET 🇺🇸 

Shop Crater: https://t.co/3V0sNrH9k6

Shop AJ1 Zoom: https://t.co/GV4gPisR2M https://t.co/vc7CvXsUgI",330,7,45,41
Nike.com,2020-09-12,"An all-time classic for both OG collectors and freshly minted sneakerheads.

The @Jumpman23 Air Jordan 5 'Apple Green'

Available at 10am ET 🇺🇸 

Shop: https://t.co/xQuVRQrK2a https://t.co/PiVqiuUbKc",329,15,45,45
Nike.com,2020-09-12,"Embodying the energy and attitude of '90s water sports.

The Air Max 1 'Hyper Pink'

Available at 10am ET 🇺🇸 

Shop: https://t.co/Nq7QIuxpuO https://t.co/NH9L1romrP",259,6,4,33
Nike.com,2020-09-14,"Going Grape Ice on the Links.

The Nike Golf Wings Collection.

Available to Nike Members now.

Shop: https://t.co/QCCaDN96CC https://t.co/bgY9fP4b79",768,15,13,95
Nike.com,2020-09-15,"Honoring his historic run of victories in the early 2000's.

The Nike Polo 'Tiger Slam'

Available to Nike Members now.

Shop 🇺🇸: https://t.co/LzauS4zzYb https://t.co/UoaBnLshhE",162,1,11,13
Nike.com,2020-09-17,"(M)VP, (M)otivator, (M)ama.

Motherhood embodies everything that you are.

Meet the Nike (M) collection- made for the toughest athletes.

Shop: https://t.co/JkPI0zGNna https://t.co/NnTE5bEAPp",200,10,7,32
Nike.com,2020-09-17,"MVP things.

Shop the @_ajawilson22  Las Vegas WNBA Jersey and Women's Basketball product now.

https://t.co/nirtVcZ9Fb https://t.co/bZpy18BGph",270,2,7,42
Nike.com,2020-09-17,"Represents the second chapter of collaboration between Hiroshi Fujiwara and Jordan Brand.

The @Jumpman23 Air Jordan Fragment Footwear Collection.

Shop AJ3: https://t.co/LwPjSxA2NU

Shop Air Cadence: https://t.co/CTCt9nGwnO https://t.co/FhdjgvyFUm",310,6,80,38
Nike.com,2020-09-17,"The @Jumpman23 x Fragment Apparel Collection.

Available at 10am ET 🇺🇸

Shop: https://t.co/8m4s7S44r5 https://t.co/jr3FmHPCUs",199,1,9,24
Nike.com,2020-09-17,"True to each other. True to the movement.

The 'Kaepernick' Icon 2.0 Jersey.

Available at 10am ET 🇺🇸

Shop: https://t.co/mLdLEMer0T https://t.co/uf14z4zsXm",605,37,71,94
Nike.com,2020-09-18,"Classic Dunk elements and OG tooling for peak quality and comfort.

The Dunk High 'Spartan Green' 

Available at 10am ET 🇺🇸 

Shop: https://t.co/4l4rd63Vaf https://t.co/Am12RvOQVT",365,8,45,29
Nike.com,2020-09-18,"Paying homage to Nike’s heritage and to the iconic course in New York. 

The @Jumpman23 Jordan 5 Low G 'Wings'
  
Shop 🇺🇸: https://t.co/v14iVldvKP https://t.co/vwkGtBNJa0",369,16,20,37
Nike.com,2020-09-18,"Show your support for the # 1 pick.

The @sabrina_i New York Liberty WNBA Jersey is here.

Shop: https://t.co/5LLFtHNYNn https://t.co/7ndfr0DkA3",966,36,31,112
Nike.com,2020-09-18,"Symbolizing the bond between the elite competitor and his beloved Mamba Mentor.

The @nikebasketball Kobe V Protro PE 'DeMar DeRozan'

Available at 10am ET 🇺🇸 

Shop: https://t.co/hUc6gS33ZZ https://t.co/YTXVkKtI7B",433,11,33,50
Nike.com,2020-09-18,"The LeBron 18 is here 👀 

Tap into the SNKRS app for Details. 

https://t.co/kmlvX7uGTp https://t.co/RotbAdvqQx",549,25,35,78
Nike.com,2020-09-19,"Add a splash of sweetness to any style.

The Air Max 1 'Limeade'

Available at 10am ET 🇺🇸 

Shop: https://t.co/vTRjloB60i https://t.co/OIyDZhwE7o",286,6,20,43
Nike.com,2020-09-19,"Silhouette inspired by the fastest cars on Earth.

The @Jumpman23 Air Jordan 14 'Hyper Royal'

Available at 10am ET 🇺🇸

Shop: https://t.co/gWo56x8Cgw https://t.co/hEbU1bVU7C",300,6,30,35
Nike.com,2020-09-21,"Only in the Nike App—get first access to hundreds of new styles before anyone else. 

Download/Shop now.

https://t.co/AsGnUJ8lcF https://t.co/mBZaPxvkA1",270,2,23,25
Nike.com,2020-09-23,"Designed for those that are True Blue.

The Dunk High 'Maize &amp; Blue'

Available at 10am ET

Shop: https://t.co/voPRX3tuEr https://t.co/zq0kljebfZ",515,16,85,65
Nike.com,2020-09-23,"Sporting the lowest carbon footprint in the collection.

The Space Hippie 04 'Astronomy Blue'

Available at 10am ET 🇺🇸 

Shop Men's: https://t.co/IdfqKmhn7P

Shop Women's: https://t.co/iFRBEqSywA https://t.co/aeq7X7nmSN",185,2,5,25
Nike.com,2020-09-24,"Channeling the creative energy of Berlin through the vibrant palettes of the upper designs.

The Ruohan Wang Nike Flyleather pack.

Available at 10am ET 🇺🇸

Shop: https://t.co/JQmtJ5oStq https://t.co/DuiGsOTqel",286,4,24,37
Nike.com,2020-09-24,"Extending the look's legacy.

The Dunk Low Disrupt 'Photon Dust'

Available at 10am ET 🇺🇸 

Shop: https://t.co/W6Zhl6ifQZ https://t.co/MuQbXjxY9Y",237,4,3,22
Nike.com,2020-09-24,"Made exclusively for the female athlete.

The @Jumpman23 Women's Air Jordan 6 'Tech Chrome'

Available at 10am ET 🇺🇸 

Shop: https://t.co/M9O7SVKRcg https://t.co/tUj3kzuJl9",138,3,1,9
Nike.com,2020-09-24,"Paying homage to the laid-back vibes of 60’s rock music.

The @nikebasketball  KD13 'Easy Money Sniper'

Available at 10am ET 🇺🇸

Shop: https://t.co/AHfZGHAZ32 https://t.co/u0MKEoqwfX",185,3,3,13
Nike.com,2020-09-25,"Blending modern craftsmanship with subtle heritage-inspired design elements.

The @Jumpman23 Air Cadence 'Pale Ivory'

Available at 10am ET 🇺🇸

Shop: https://t.co/oQPzPoXfKO https://t.co/bodVKs2oGE",196,0,8,27
Nike.com,2020-09-25,"Continually recognized as top tier.

The @nikebasketball Kobe V Protro ' PJ Tucker PE'

Enter Draw: https://t.co/3FPrLWl31X https://t.co/DlNH667kgX",361,14,83,37
Nike.com,2020-09-26,"An art form perfect for one of the game’s most unpredictable players.

The @nikebasketball Kyrie Sashiko Collection.

Available at 10am ET 🇺🇸

Shop Kyrie Low 3: https://t.co/DHMuqgqeXd

Shop Kybrid S2: https://t.co/YCvQGByIJB https://t.co/cWx9dSASwP",233,6,3,40
Nike.com,2020-09-26,"Keeping its spirit alive with player-exclusive makeups.

The @Jumpman23 Air Jordan 13 'Lucky Green'

Available at 10am ET 🇺🇸

Shop: https://t.co/I2HfOwaU6u https://t.co/Ci6UjqWjAC",273,6,13,31
Nike.com,2020-09-28,"Continuing to redefine the bounds of modern footwear.

The Air Presto 'Pine Green'

Available at 10am ET 🇺🇸

Shop: https://t.co/fFsTOTC57B https://t.co/v5n0Q69JcQ",350,7,14,38
Nike.com,2020-09-30,"Built specifically for women with an eye toward in-your-face style.

The @Jumpman23 Women's Air Jordan Reign 'Ash'

Available at 10am ET 🇺🇸 

Shop: https://t.co/fzu0sKTKj0 https://t.co/JJzrBA6CWS",373,116,33,40
Nike.com,2020-10-01,"Modern takes on classic icons.

The Women's Crater Collection.

Available at 10am ET 🇺🇸

Shop AF1: https://t.co/bwxcdwsbPN

Shop Waffle Racer: https://t.co/aNnc9M3Zpw https://t.co/ZXimQmfpdo",188,0,4,16
Nike.com,2020-10-01,"The Rubber Dunk x Off-White™️ 'Green Strike'

Available at 10am ET 🇺🇸

Shop: https://t.co/KycHKvwyvu https://t.co/pQx7j7vMK0",650,20,111,60
Nike.com,2020-10-02,"An everyday staple.

The Killshot 'Off-Noir'

Available at 10am ET 🇺🇸

Shop: https://t.co/EKKRxzlv57 https://t.co/h27YqgZeOS",161,1,6,21
Nike.com,2020-10-02,"Celebrating timeless style

The Air Max 3

Available at 10am ET 🇺🇸

Shop 'Laser Blue': https://t.co/IJ08VQiQhL

Shop 'Eggplant': https://t.co/YjtHfp2SyC https://t.co/v8dJqBlphG",185,2,10,26
Nike.com,2020-10-02,"Inspired by his gritty play on the court.

The @russwest44 Jordan 'Why Not?' x Converse Pack.

 Note- the Chuck 70 will be a half size smaller than what you order, as these styles fit differently.

Available at 10am ET 🇺🇸

Shop: https://t.co/RQkYN05K5G https://t.co/4WZn4mXf71",166,8,13,22
Nike.com,2020-10-02,"Support the W.

The #WNBAFinals are here, and so is the @nikebasketball Women's WNBA Fleece Hoodie.

Shop now: https://t.co/KQmAVwfgCd https://t.co/lAQ3UJ3ma2",1042,43,49,145
Nike.com,2020-10-03,"The radiance lives on.

The Air Force 1 Craft 'Ridgerock'

Available at 10am ET 🇺🇸

Shop: https://t.co/e26ciImJd4 https://t.co/DazaRLInVC",306,1,19,26
Nike.com,2020-10-08,"Providing coverage when you need it.

The Drifter Gator ISPA.

Available at 10am ET 🇺🇸

Shop 'Black and Coastal Blue' https://t.co/gCbMpgkVph

Shop 'Hyper Crimson' https://t.co/AfwbYYVzx2 https://t.co/mbmLJzEorl",155,5,7,20
Nike.com,2020-10-08,"Unmatched dedication to detail.

The Women's Air Max 3 'Concord'

Available at 10am ET 🇺🇸

Shop: https://t.co/pZLix80Q3W https://t.co/ncN0N1mjgZ",183,2,8,16
Nike.com,2020-10-09,"Combining heritage style with modern comfort.

The @Jumpman23 Young Athletes Air Jordan 5 'Pink Foam'

Available at 10am ET 🇺🇸

Shop: https://t.co/QM2Bfs8K4X https://t.co/ahqbk8Cjnq",362,13,7,38
Nike.com,2020-10-09,"Extending the imaginative legacy of Air Max.

The Adapt Auto Max 'Fireberry'

Available at 10am ET 🇺🇸

Shop: https://t.co/yRxPLIgx5d https://t.co/sV78n3NnaE",189,6,6,27
Nike.com,2020-10-10,"Ici C'est Paris

The @Jumpman23 Air Jordan 4 'Paris Saint-Germain'

Available at 10am ET 🇺🇸 

Shop: https://t.co/XDgx3T1kSR https://t.co/NsBFl4StYi",441,18,20,57
Nike.com,2020-10-10,"Marking a new chapter in the story of the AJ3.

The @Jumpman23 Air Jordan 3 'Blue Cement'

Available at 10am ET 🇺🇸

Shop: https://t.co/HdWpVBjGyv https://t.co/nXUMm9fgp6",335,5,28,45
Nike.com,2020-10-12,"Celebrate the proud history of Native Americans and Indigenous Peoples in North America.

The latest Kyrie 6 @NikeN7 

Shop: https://t.co/8INNEFJv4E https://t.co/JONf6cqqBl",340,9,18,56
Nike.com,2020-10-12,"Here’s to the 17th Banner.

Shop @Lakers 2020 Championship Gear.

Available here: https://t.co/1n9nY8WPdo https://t.co/egUIoOYN9t",1192,96,49,207
Nike.com,2020-10-13,"Save up to 50% on select styles—only in the Nike App. 

🇺🇸 only, ends 10.15.

Download/shop here: https://t.co/IltPRcXis5 https://t.co/9dkTWDVL8C",149,1,16,23
Nike.com,2020-10-14,"Delivering the iconic look of Nike basketball with a vintage midsole finish.

The Blazer Mid '77 'Orewood Brown'

Available at 10am ET 🇺🇸

Shop: https://t.co/Z725TCreWy https://t.co/2T11ZJYrJi",196,3,8,22
